id,สถานภาพ,วิธีรับเข้า,วุฒิ,คะแนนเฉลี่ยก่อนรับเข้า,จบการศึกษาจาก,หน่วยกิตที่ลงทะเบียน,หน่วยกิตที่ผ่าน,หน่วยกิตของหลักสูตร,คะแนนเฉลี่ยสะสม,GPA 2559/1,GPA 2559/2,GPA 2560/1,GPA 2560/2,GPA 2560/3,GPA 2561/1,GPA 2561/2,GPA 2561/3,GPA 2562/1,GPA 2562/2,GPA 2562/3,GPA 2563/1,GPA 2563/2,GPA 2563/3,GPA 2564/1,GPA 2564/2,GPA 2564/3,GPA 2565/1,GPA 2565/2,GPA 2565/3,GPA 2566/1,GPA 2566/2,GPA 2567/1,GPA 2567/2,GPA 2567/3,GPA 2568/1
68,สำเร็จการศึกษา,สอบคัดเลือก-สมัครทางอินเทอร์เน็ต,ปวส.,3.19,วิทยาลัยอาชีวศึกษาดุสิตพณิชยการ,140,137,137,2.57,0,0,2.75,2.78,3.02,2.91,2.81,2.82,2.76,2.69,0,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,สำเร็จการศึกษา,สอบคัดเลือก-สมัครทางอินเทอร์เน็ต,ปวส.,2.64,วิทยาลัยพณิชยการเชตุพน,140,137,137,2.65,0,0,1.67,1.65,1.7,1.84,2.05,2.06,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,พ้นสภาพนักศึกษา,สอบคัดเลือก-สมัครทางอินเทอร์เน็ต,ปวส.,2.2,วิทยาลัยเทคโนโลยีศรีวิกรม์บริหารธุรกิจ,89,68,137,1.45,0,0,0,0,0,3,2.83,2.8,2.71,2.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,สำเร็จการศึกษา,สอบคัดเลือก-สมัครทางอินเทอร์เน็ต,ปวส.,2.88,วิทยาลัยเทคโนโลยีศรีวิกรม์บริหารธุรกิจ,141,138,137,2.43,0,0,2.25,2.31,2.32,2.5,2.54,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,โอนย้ายคณะ/สาขาวิชา/ภาค,สอบคัดเลือก-สมัครทางอินเทอร์เน็ต,ปวส.,3.88,วิทยาลัยเทคโนโลยีอรรถวิทย์พณิชยการ,85,79,137,2.54,0,0,1.5,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,สำเร็จการศึกษา,สอบคัดเลือก-สมัครทางอินเทอร์เน็ต,ปวส.,2.81,วิทยาลัยเทคโนโลยีตั้งตรงจิตรบริหารธุรกิจ,137,137,137,3.03,0,0,2.92,2.73,2.7,2.7,2.8,2.79,0,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,สำเร็จการศึกษา,สอบคัดเลือก-สมัครทางอินเทอร์เน็ต,ปวส.,2.59,วิทยาลัยพณิชยการเชตุพน,140,137,137,2.91,0,0,2.1,1.93,1.91,1.98,2.16,2.15,2.09,2.05,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,สำเร็จการศึกษา,สอบคัดเลือก-สมัครทางอินเทอร์เน็ต,ปวส.,2.5,วิทยาลัยพณิชยการเชตุพน,137,137,137,3.08,0,0,1.92,2.35,2.34,2.39,2.43,2.38,2.38,0,2.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,โอนย้ายคณะ/สาขาวิชา/ภาค,,,,โรงเรียน -,19,19,137,3.92,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,สำเร็จการศึกษา,โควตา-เรียนดี,ปวช.,3.7,โรงเรียนเทคโนโลยีบริหารธุรกิจรักไทย บึงกาฬ,146,137,137,2.54,0,0,2.25,2.23,2.14,2.06,2.02,2.02,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,สำเร็จการศึกษา,โควตา-เรียนดี,ปวช.,2.96,โรงเรียนปัญญาวรคุณ,140,140,137,3.01,0,0,3.75,3.62,3.67,3.33,3.14,3.12,3.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,สำเร็จการศึกษา,โควตา-เรียนดี,ปวช.,3.85,ศูนย์การเรียนปัญญาภิวัฒน์-คลองสาน,140,137,137,3.04,0,0,3.3,2.94,3,3.12,3.2,3.22,3.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,สำเร็จการศึกษา,โควตา-เรียนดี,มัธยมศึกษาตอนปลาย (ม.6),3.05,โรงเรียนปทุมคงคา,140,137,137,2.86,0,0,3.42,3.19,3.2,0,3.24,3.08,2.82,2.85,0,0,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0
81,สำเร็จการศึกษา,โควตา-เรียนดี,ปวช.,3.44,วิทยาลัยเทคโนโลยีศรีวิกรม์บริหารธุรกิจ,137,137,137,2.63,0,0,1.92,1.97,2.01,2.16,2.39,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,ถอนชื่อออกจากทะเบียนนักศึกษา,โควตา-เรียนดี,ปวช.,3.07,วิทยาลัยเทคโนโลยีศรีวิกรม์บริหารธุรกิจ,19,16,137,1.6,0,0,0,0,0,2.33,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,ลาออก,โควตา-เรียนดี,ปวช.,3.6,วิทยาลัยเทคโนโลยีสยาม (สยามเทค),19,0,137,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,ถอนชื่อออกจากทะเบียนนักศึกษา,สอบคัดเลือก-สมัครทางอินเทอร์เน็ต,มัธยมศึกษาตอนปลาย (ม.6),2.13,โรงเรียนพระแม่มารี,19,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,สำเร็จการศึกษา,สอบคัดเลือก-สมัครทางอินเทอร์เน็ต,มัธยมศึกษาตอนปลาย (ม.6),2.61,โรงเรียนรัตนราษฎร์บำรุง,137,137,137,2.74,2.42,2.69,2.7,2.73,2.81,2.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,ถอนชื่อออกจากทะเบียนนักศึกษา,สอบคัดเลือก-สมัครทางอินเทอร์เน็ต,มัธยมศึกษาตอนปลาย (ม.6),2.08,โรงเรียนนนทรีวิทยา,19,10,137,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,สำเร็จการศึกษา,สอบคัดเลือก-สมัครทางอินเทอร์เน็ต,ปวช.,2.43,วิทยาลัยพณิชยการเชตุพน,137,137,137,2.76,0,0,3.33,3.12,3,2.89,2.89,2.88,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,ถอนชื่อออกจากทะเบียนนักศึกษา,สอบคัดเลือก-สมัครทางอินเทอร์เน็ต,เทียบเท่า ม.6 (กศน.),,ศูนย์การศึกษานอกระบบและการศึกษาตามอัธยาศัยเขตจอมทอง,19,0,137,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,พ้นสภาพนักศึกษา,สอบคัดเลือก-สมัครทางอินเทอร์เน็ต,ปวช.,2.77,วิทยาลัยเทคโนโลยีฐานเทคโนโลยี,34,25,137,1.01,0,0,2,2.55,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,สำเร็จการศึกษา,สอบคัดเลือก-สมัครทางอินเทอร์เน็ต,มัธยมศึกษาตอนปลาย (ม.6),2.25,โรงเรียนราชประชาสมาสัย ฝ่ายมัธยม รัชดาภิเษก ในพระบรมราชูปถัมภ์,140,137,137,2.5,0,0,2.67,2.74,2.74,2.78,2.74,2.73,2.73,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,สำเร็จการศึกษา,สอบคัดเลือก-สมัครทางอินเทอร์เน็ต,มัธยมศึกษาตอนปลาย (ม.6),2.52,โรงเรียนวัดราชโอรส,152,137,137,2.14,0,0,2,2.34,0,2.45,2.55,2.62,2.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,โอนย้ายคณะ/สาขาวิชา/ภาค,สอบคัดเลือก-สมัครทางอินเทอร์เน็ต,มัธยมศึกษาตอนปลาย (ม.6),2.65,โรงเรียนจุฑารัตน์วิทยา,52,46,137,2.25,0,0,2.92,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,สำเร็จการศึกษา,สอบคัดเลือก-สมัครทางอินเทอร์เน็ต,ปวช.,3.01,วิทยาลัยเทคโนโลยีสุวรรณภูมิบริหารธุรกิจ,137,137,137,2.64,0,0,3.25,3,2.88,2.8,2.67,2.67,2.67,0,2.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,พ้นสภาพนักศึกษา,สอบคัดเลือก-สมัครทางอินเทอร์เน็ต,ปวช.,2.3,วิทยาลัยเทคโนโลยีฐานเทคโนโลยี,34,31,137,1.47,0,0,0,3.5,2.88,2.95,2.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,พ้นสภาพนักศึกษา,สอบคัดเลือก-สมัครทางอินเทอร์เน็ต,ปวช.,3.16,โรงเรียนฐานเทคโนโลยี,91,79,137,1.62,0,0,0,0,0,0,1.39,1.5,0,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,พ้นสภาพนักศึกษา,สอบคัดเลือก-สมัครทางอินเทอร์เน็ต,ปวช.,2.27,วิทยาลัยเทคโนโลยีศรีวิกรม์บริหารธุรกิจ,40,13,137,0.55,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,โอนย้ายคณะ/สาขาวิชา/ภาค,สอบคัดเลือก-สมัครทางอินเทอร์เน็ต,มัธยมศึกษาตอนปลาย (ม.6),2.5,โรงเรียนไตรมิตรวิทยาลัย,49,43,137,1.9,0,0,1,1.93,2.06,2.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,โอนย้ายคณะ/สาขาวิชา/ภาค,สอบคัดเลือก-สมัครทางอินเทอร์เน็ต,มัธยมศึกษาตอนปลาย (ม.6),2.57,โรงเรียนบางปะกอกวิทยาคม,52,52,137,2.17,0,0,0,0,0,0,2.42,2.43,2.25,2.05,2.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,ถอนชื่อออกจากทะเบียนนักศึกษา,สอบคัดเลือก-สมัครทางอินเทอร์เน็ต,มัธยมศึกษาตอนปลาย (ม.6),2.62,โรงเรียนวัดราชโอรส,19,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,สำเร็จการศึกษา,สอบคัดเลือก-สมัครทางอินเทอร์เน็ต,ปวช.,3.06,วิทยาลัยเทคโนโลยีไทยบริหารธุรกิจ,140,137,137,2.86,0,0,1.67,2.24,2.29,2.32,2.43,0,2.42,2.33,2.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,ถอนชื่อออกจากทะเบียนนักศึกษา,สอบคัดเลือก-สมัครทางอินเทอร์เน็ต,มัธยมศึกษาตอนปลาย (ม.6),2.49,โรงเรียนนนทรีวิทยา,19,0,137,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,สำเร็จการศึกษา,สอบคัดเลือก-สมัครทางอินเทอร์เน็ต,มัธยมศึกษาตอนปลาย (ม.6),3.23,โรงเรียนสิริรัตนาธร,140,137,137,3.01,1.92,2.77,2.95,2.96,3,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,สำเร็จการศึกษา,สอบคัดเลือก-สมัครทางอินเทอร์เน็ต,ปวช.,3.19,วิทยาลัยเทคโนโลยีสารสาสน์กนกอนุสรณ์,137,137,137,2.85,2.17,2.38,2.27,2.4,2.45,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,สำเร็จการศึกษา,รับตรง-สอบคัดเลือกกับคณะ,มัธยมศึกษาตอนปลาย (ม.6),2.36,โรงเรียนทวีธาภิเศก,137,137,137,2.6,0,2.58,2.42,2.47,2.6,2.54,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,โอนย้ายคณะ/สาขาวิชา/ภาค,รับตรง-สอบคัดเลือกกับคณะ,มัธยมศึกษาตอนปลาย (ม.6),2.41,โรงเรียนดอนเมืองทหารอากาศบำรุง,46,43,137,2.13,1.58,2.27,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,สำเร็จการศึกษา,รับตรง-สอบคัดเลือกกับคณะ,มัธยมศึกษาตอนปลาย (ม.6),3.31,โรงเรียนทวีธาภิเศก,137,137,137,3.5,3.25,3.42,3.17,2.96,2.94,2.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,สำเร็จการศึกษา,รับตรง-สอบคัดเลือกกับคณะ,มัธยมศึกษาตอนปลาย (ม.6),1.66,โรงเรียนธนบุรีวรเทพีพลารักษ์,137,137,137,2.55,2.25,2.46,2.62,2.83,2.91,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,พ้นสภาพนักศึกษา,รับตรง-สอบคัดเลือกกับคณะ,ปวช.,2.42,วิทยาลัยเทคโนโลยีอรรถวิทย์พณิชยการ,34,28,137,1.47,0,0,3.5,2.75,2.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,สำเร็จการศึกษา,รับตรง-สอบคัดเลือกกับคณะ,มัธยมศึกษาตอนปลาย (ม.6),2.96,โรงเรียนนนทรีวิทยา,140,140,137,3.01,2.25,2.4,0,0,2.58,2.73,0,2.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,สำเร็จการศึกษา,รับตรง-สอบคัดเลือกกับคณะ,มัธยมศึกษาตอนปลาย (ม.6),2.82,โรงเรียนจันทร์ประดิษฐารามวิทยาคม,146,137,137,2.63,2.5,3.04,3.17,3.15,3.21,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,พ้นสภาพนักศึกษา,รับตรง-สอบคัดเลือกกับคณะ,มัธยมศึกษาตอนปลาย (ม.6),1.97,โรงเรียนรัตนโกสินทร์สมโภชบางขุนเทียน,34,28,137,1.23,1.5,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,ถอนชื่อออกจากทะเบียนนักศึกษา,รับตรง-สอบคัดเลือกกับคณะ,ปวช.,2.88,วิทยาลัยเกษตรและเทคโนโลยีชัยภูมิ,34,28,137,1.55,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,สำเร็จการศึกษา,รับตรง-สอบคัดเลือกกับคณะ,มัธยมศึกษาตอนปลาย (ม.6),3.46,โรงเรียนสตรีศรีสุริโยทัย,137,137,137,3.51,3.5,3.69,3.62,3.61,3.64,3.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,สำเร็จการศึกษา,รับตรง-สอบคัดเลือกกับคณะ,มัธยมศึกษาตอนปลาย (ม.6),2.57,โรงเรียนเทพศิรินทร์ สมุทรปราการ,140,137,137,2.63,3.33,3.54,3.55,3.57,3.6,3.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,ถอนชื่อออกจากทะเบียนนักศึกษา,รับตรง-สอบคัดเลือกกับคณะ,ปวช.,3.47,วิทยาลัยเทคนิคสัตหีบ,19,0,137,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,สำเร็จการศึกษา,รับตรง-สอบคัดเลือกกับคณะ,ปวช.,3.12,วิทยาลัยเทคโนโลยีสารสาสน์กนกอนุสรณ์,140,137,137,2.55,2.83,2.88,2.73,2.81,2.88,2.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,ถอนชื่อออกจากทะเบียนนักศึกษา,รับตรง-สอบคัดเลือกกับคณะ,มัธยมศึกษาตอนปลาย (ม.6),2.13,โรงเรียนวัดสุทธิวราราม,19,0,137,0,3.17,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,ถอนชื่อออกจากทะเบียนนักศึกษา,สอบคัดเลือก-สมัครทางอินเทอร์เน็ต,มัธยมศึกษาตอนปลาย (ม.6),2.27,โรงเรียนเตรียมอุดมศึกษาพัฒนาการ,70,52,137,2.05,0,3.75,3.45,3.25,3.33,3.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,พ้นสภาพนักศึกษา,รับตรง-สอบคัดเลือกกับคณะ,ปวช.,2.68,วิทยาลัยเทคโนโลยีศรีวัฒนาบริหารธุรกิจ,49,31,137,1.45,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,สำเร็จการศึกษา,โควตา-เรียนดี,ปวส.,3.98,วิทยาลัยพณิชยการบางนา,137,137,137,3.72,2.17,2.24,2.27,2.32,2.36,2.43,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,สำเร็จการศึกษา,โควตา-เรียนดี,ปวส.,3.22,วิทยาลัยเทคโนโลยีตั้งตรงจิตรบริหารธุรกิจ,140,137,137,2.93,2.75,2.95,3.07,2.91,2.92,2.92,0,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,สำเร็จการศึกษา,โควตา-เรียนดี,ปวส.,2.94,วิทยาลัยเทคโนโลยีพณิชการเจ้าพระยา,140,137,137,2.05,2.58,2.96,3,3,3.05,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,สำเร็จการศึกษา,โควตา-เรียนดี,ปวส.,3.77,วิทยาลัยพณิชยการบางนา,137,137,137,3.26,2.33,2.73,2.62,2.62,2.63,2.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,สำเร็จการศึกษา,โควตา-เรียนดี,ปวส.,3.44,วิทยาลัยพณิชยการบางนา,137,137,137,2.51,2.25,2.85,2.95,2.96,2.98,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,สำเร็จการศึกษา,โควตา-เรียนดี,ปวส.,2.87,วิทยาลัยพณิชยการเชตุพน,143,137,137,2.41,3.17,2.71,2.81,2.81,2.84,2.79,2.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,ถอนชื่อออกจากทะเบียนนักศึกษา,โควตา-เรียนดี,ปวส.,3.69,วิทยาลัยเทคโนโลยีมิตรพลบริหารธุรกิจ,69,51,137,0,0,3.58,3.73,3.67,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,สำเร็จการศึกษา,โควตา-เรียนดี,ปวส.,3.47,วิทยาลัยพณิชยการบางนา,137,137,137,2.43,3.42,3.46,3.48,3.44,0,3.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,สำเร็จการศึกษา,โควตา-เรียนดี,ปวส.,3.1,วิทยาลัยเทคโนโลยีดาราสมุทรบริหารธุรกิจ,140,137,137,2.33,2,2.05,2.11,2.17,2.22,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,สำเร็จการศึกษา,โควตา-เรียนดี,ปวส.,3.75,วิทยาลัยเทคโนโลยีภาคตะวันออก (อี.เทค) ชลบุรี,140,137,137,3.14,2.58,3.12,3.2,3.17,3.21,3.09,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,สำเร็จการศึกษา,โควตา-เรียนดี,ปวส.,3.72,วิทยาลัยพณิชยการบางนา,137,137,137,3.08,1.36,1.79,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,สำเร็จการศึกษา,โควตา-เรียนดี,ปวส.,3.76,วิทยาลัยพณิชยการบางนา,137,137,137,3.75,2.5,2.73,2.7,2.79,2.86,2.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,สำเร็จการศึกษา,โควตา-เรียนดี,ปวส.,3.41,วิทยาลัยพณิชยการบางนา,137,137,137,3.05,3,2.82,2.81,2.74,2.88,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,สำเร็จการศึกษา,โควตา-เรียนดี,ปวส.,3.47,วิทยาลัยพณิชยการบางนา,140,137,137,2.56,2.17,2.38,2.58,2.6,2.65,2.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,สำเร็จการศึกษา,โควตา-เรียนดี,ปวส.,3.23,วิทยาลัยพณิชยการบางนา,140,137,137,3.37,2.5,2.42,2.5,2.54,2.59,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,สำเร็จการศึกษา,โควตา-เรียนดี,ปวส.,3.04,วิทยาลัยเทคโนโลยีตั้งตรงจิตรบริหารธุรกิจ,140,137,137,2.44,2,2.28,2.5,2.59,2.62,2.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,สำเร็จการศึกษา,โควตา-เรียนดี,ปวส.,3.06,วิทยาลัยพณิชยการบางนา,140,137,137,2.61,1.42,2.12,2.35,2.34,2.37,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,สำเร็จการศึกษา,โควตา-เรียนดี,ปวส.,3.27,วิทยาลัยเทคโนโลยีตั้งตรงจิตรบริหารธุรกิจ,140,137,137,2.29,2.17,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,ถอนชื่อออกจากทะเบียนนักศึกษา,โควตา-เรียนดี,ปวส.,,วิทยาลัยเทคโนโลยีตั้งตรงจิตรบริหารธุรกิจ,21,6,137,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,ถอนชื่อออกจากทะเบียนนักศึกษา,โควตา-เรียนดี,ปวส.,3.17,วิทยาลัยพณิชยการบางนา,128,122,137,2.07,3,2.72,2.84,2.95,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,สำเร็จการศึกษา,โควตา-เรียนดี,ปวส.,3.53,วิทยาลัยพณิชยการบางนา,137,137,137,2.75,2.67,2.92,3.03,3.02,3.06,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,สำเร็จการศึกษา,โควตา-เรียนดี,ปวส.,3.34,วิทยาลัยพณิชยการบางนา,140,137,137,2.27,3,3.09,3.08,3.02,3.09,3.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,สำเร็จการศึกษา,โควตา-เรียนดี,ปวส.,3.42,วิทยาลัยเทคโนโลยีตั้งตรงจิตรพณิชยการ,140,137,137,3.34,0,0,3,2.96,3.03,3.11,3.15,3.16,3.17,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,สำเร็จการศึกษา,โควตา-เรียนดี,ปวส.,3.19,วิทยาลัยเทคโนโลยีภาคตะวันออก (อี.เทค) ชลบุรี,140,137,137,2.57,0,0,3.75,3.46,3.33,3.29,3.17,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,สำเร็จการศึกษา,โควตา-เรียนดี,ปวส.,3.2,วิทยาลัยเทคโนโลยีตั้งตรงจิตรบริหารธุรกิจ,140,137,137,2.57,0,0,2.83,3.35,3.47,3.57,3.57,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,สำเร็จการศึกษา,โควตา-เรียนดี,ปวส.,3.81,วิทยาลัยเทคโนโลยีมิตรพลบริหารธุรกิจ,137,137,137,2.78,0,0,3.3,2.67,2.63,2.6,2.67,2.7,0,2.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,โอนย้ายคณะ/สาขาวิชา/ภาค,โควตา-เรียนดี,ปวส.,3.54,วิทยาลัยอาชีวศึกษาเอี่ยมละออ,76,76,137,2.33,0,0,3.75,3.39,3.46,3.36,3.46,3.42,0,3.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,สำเร็จการศึกษา,โควตา-เรียนดี,ปวส.,3.65,วิทยาลัยเทคโนโลยีตั้งตรงจิตรบริหารธุรกิจ,140,137,137,2.42,0,0,2.67,2.61,2.53,2.43,2.44,2.44,2.44,0,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,สำเร็จการศึกษา,โควตา-เรียนดี,ปวส.,3.26,วิทยาลัยพณิชยการเชตุพน,140,137,137,2.96,0,0,2.08,2.35,2.3,2.31,2.3,2.31,2.31,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,ถอนชื่อออกจากทะเบียนนักศึกษา,โควตา-เรียนดี,ปวส.,3.04,วิทยาลัยอาชีวศึกษาเอี่ยมละออ,57,42,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,สำเร็จการศึกษา,โควตา-เรียนดี,ปวส.,3.35,วิทยาลัยเทคนิคยโสธร,141,138,137,2.04,0,0,2.92,2.81,2.83,2.73,2.79,0,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,เสียชีวิต,สอบคัดเลือก-สมัครทางอินเทอร์เน็ต,ปวส.,2.98,วิทยาลัยเทคโนโลยีสารสาสน์กนกอนุสรณ์,128,128,137,2.19,0,0,2.1,2.04,2,2,2.25,2.26,2.26,0,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,สำเร็จการศึกษา,สอบคัดเลือก-สมัครทางอินเทอร์เน็ต,ปวส.,2.63,โรงเรียนกรุงเทพการบัญชีวิทยาลัย,140,137,137,2,0,0,3.42,3.33,3.41,3.51,3.41,3.39,3.39,0,3.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,โอนย้ายคณะ/สาขาวิชา/ภาค,สอบคัดเลือก-สมัครทางอินเทอร์เน็ต,ปวส.,3.11,วิทยาลัยอาชีวศึกษาเอี่ยมละออ,76,76,137,2.14,0,0,2.58,2.58,2.53,2.43,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,สำเร็จการศึกษา,สอบคัดเลือก-สมัครทางอินเทอร์เน็ต,ปวส.,3.02,วิทยาลัยอาชีวศึกษามหาสารคาม,140,137,137,2.87,0,0,2.67,2.27,2.17,2.14,2.3,2.3,0,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,สำเร็จการศึกษา,สอบคัดเลือก-สมัครทางอินเทอร์เน็ต,ปวส.,2.18,วิทยาลัยเทคโนโลยีบริหารธุรกิจสมุทรปราการ,149,137,137,2.17,0,0,3.58,3.69,3.69,3.73,3.78,3.73,0,3.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,สำเร็จการศึกษา,สอบคัดเลือก-สมัครทางอินเทอร์เน็ต,ปวส.,2.66,วิทยาลัยพณิชยการบางนา,137,137,137,2.82,0,0,2.67,2.88,2.92,2.97,2.95,2.99,2.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
